Date,Adj Close,Close,High,Low,Open,Volume,DataCollectedAt,SMA20,SMA50,SMA100,SMA150,SMA200,RSI14,MACD,MACD_Signal,MACD_Hist,ADX14,ATR14
2007-05-30,70.3773422241211,91.5999984741211,91.5999984741211,91.5,91.58000183105469,1550,2026-09-01,,,,,,,0.0,0.0,0.0,,
2007-05-31,70.3773422241211,91.5999984741211,91.5999984741211,91.58000183105469,91.58000183105469,11200,2026-09-01,,,,,,,0.0,0.0,0.0,,
2007-06-01,70.3927001953125,91.62000274658203,91.62000274658203,91.62000274658203,91.62000274658203,1450,2026-09-01,,,,,,,0.0015957824185335312,0.00031915648370670627,0.0012766259348268249,,
2007-06-04,70.40805053710938,91.63999938964844,91.63999938964844,91.63999938964844,91.63999938964844,1050,2026-09-01,,,,,,,0.0044230275504020256,0.0011399306970457702,0.0032830968533562556,,
2007-06-05,70.40805053710938,91.63999938964844,91.68000030517578,91.63999938964844,91.66000366210938,3750,2026-09-01,,,,,,,0.006587700772797689,0.002229484712196154,0.004358216060601535,,
2007-06-06,70.4388198852539,91.68000030517578,91.68000030517578,91.63999938964844,91.63999938964844,9750,2026-09-01,,,,,,,0.01139955253300684,0.004063498276358291,0.0073360542566485495,,
2007-06-07,70.42343139648438,91.66000366210938,91.66000366210938,91.63999938964844,91.63999938964844,12150,2026-09-01,,,,,,,0.01344443862437572,0.005939686345961777,0.007504752278413944,,
2007-06-08,70.4388198852539,91.68000030517578,91.68000030517578,91.62000274658203,91.68000030517578,7850,2026-09-01,,,,,,,0.016488518187017576,0.008049452714172938,0.008439065472844638,,
2007-06-11,70.46951293945312,91.72000122070312,91.72000122070312,91.68000030517578,91.68000030517578,2400,2026-09-01,,,,,,,0.021876533690559086,0.010814868909450168,0.011061664781108918,,
2007-06-12,70.40805053710938,91.63999938964844,91.72000122070312,91.63999938964844,91.72000122070312,3900,2026-09-01,,,,,,,0.01946669568252446,0.012545234264065026,0.006921461418459434,,
2007-06-13,70.46951293945312,91.72000122070312,91.72000122070312,91.63999938964844,91.63999938964844,3750,2026-09-01,,,,,,,0.02373871572409314,0.014783930556070649,0.008954785168022492,,
2007-06-14,70.50025939941406,91.76000213623047,91.76000213623047,91.76000213623047,91.76000213623047,13400,2026-09-01,,,,,,,0.03000616952266455,0.01782837834938943,0.01217779117327512,,
2007-06-15,70.56175231933594,91.83999633789062,91.83999633789062,91.73999786376953,91.80000305175781,1050,2026-09-01,,,,,,,0.04095592098421719,0.02245388687635498,0.018502034107862206,,
2007-06-18,70.57709503173828,91.86000061035156,91.87999725341797,91.80000305175781,91.81999969482422,28000,2026-09-01,,,,,,,0.050663834365693106,0.028095876374222607,0.0225679579914705,,0.07315879210536476
2007-06-19,70.57709503173828,91.86000061035156,91.86000061035156,91.86000061035156,91.86000061035156,850,2026-09-01,,,,,,79.31790556309193,0.05769238377435215,0.03401517785424852,0.023677205920103632,,0.06793316409783871
2007-06-20,70.59247589111328,91.87999725341797,91.9000015258789,91.83999633789062,91.83999633789062,3100,2026-09-01,,,,,,80.62012445086157,0.06413679277191875,0.04003950083778257,0.024097291934136178,,0.06736688009001318
2007-06-21,70.59247589111328,91.87999725341797,91.9000015258789,91.86000061035156,91.86000061035156,850,2026-09-01,,,,,,80.62012445086157,0.06845492753897986,0.04572258617802203,0.02273234136095783,,0.0654121683355368
2007-06-22,70.65392303466797,91.95999908447266,91.95999908447266,91.9000015258789,91.9000015258789,2200,2026-09-01,,,,,,85.00180466143526,0.0774398808732144,0.05206604511706051,0.025373835756153894,,0.06645428710119042
2007-06-25,70.62317657470703,91.91999816894531,91.91999816894531,91.9000015258789,91.9000015258789,29700,2026-09-01,,,,,,75.77653396128548,0.08040591223691251,0.05773401854103091,0.0226718936958816,,0.06599309220780182
2007-06-26,70.63856506347656,91.94000244140625,91.94000244140625,91.9000015258789,91.91999816894531,5100,2026-09-01,91.75499992370605,,,,,77.11422002845973,0.08340920170977029,0.06286905517477878,0.020540146534991505,,0.06413650815919768
2007-06-27,70.62317657470703,91.91999816894531,91.95999908447266,91.91999816894531,91.95999908447266,8200,2026-09-01,91.77099990844727,,,,,72.7856131316512,0.0832158916507808,0.06693842246997919,0.016277469180801613,,0.0624125372569224
2007-06-28,70.65392303466797,91.95999908447266,91.95999908447266,91.95999908447266,91.95999908447266,900,2026-09-01,91.78899993896485,,,,,75.72046324902442,0.0853070648756784,0.07061215095111904,0.014694913924559364,,0.06081170713338107
2007-06-29,70.68467712402344,92.0,92.0,91.94000244140625,91.95999908447266,5650,2026-09-01,91.80799980163575,,,,,78.24682068481603,0.0891642443973808,0.0743225696403714,0.014841674757009399,,0.060753553666264566
2007-07-02,70.70475006103516,91.62000274658203,91.69999694824219,91.5999984741211,91.62000274658203,13050,2026-09-01,91.80699996948242,,,,,37.90092243131372,0.06085696318703526,0.07162944834970417,-0.010772485162668904,,0.08498555168145326
2007-07-03,70.70475006103516,91.62000274658203,91.62000274658203,91.55999755859375,91.55999755859375,3000,2026-09-01,91.80600013732911,,,,,37.90092243131372,0.03798536721669166,0.06490063212310167,-0.02691526490641001,,0.08320123998908383
2007-07-05,70.70475006103516,91.62000274658203,91.62000274658203,91.54000091552734,91.5999984741211,5450,2026-09-01,91.80300025939941,,,,,37.90092243131372,0.01963314396680005,0.055847134491841345,-0.0362139905250413,,0.0829727107794841
2007-07-06,70.73560333251953,91.66000366210938,91.66000366210938,91.63999938964844,91.63999938964844,3800,2026-09-01,91.80300025939941,,,,,41.84345092477567,0.008221838169575335,0.04632207522738815,-0.03810023705781281,65.45226491252843,0.07990329683290265
2007-07-09,70.75102233886719,91.68000030517578,91.68000030517578,91.5999984741211,91.5999984741211,3950,2026-09-01,91.80300025939941,,,,,43.7654995893535,0.0007828340640116949,0.03721422699471286,-0.03643139293070116,62.60275917603038,0.07991033499160156
2007-07-10,70.7664566040039,91.69999694824219,91.69999694824219,91.66000366210938,91.66000366210938,5250,2026-09-01,91.80200004577637,,,,,45.698200522138755,-0.0034591928859128984,0.029079543018587707,-0.032538735904500606,59.62560442250505,0.07705911721597378
