Date,Value,DataCollectedAt
2011-10-14,90.2116,2026-09-18
2011-10-17,90.266,2026-09-18
2011-10-18,90.5907,2026-09-18
2011-10-19,90.3317,2026-09-18
2011-10-20,91.1026,2026-09-18
2011-10-21,90.279,2026-09-18
2011-10-24,89.8558,2026-09-18
2011-10-25,89.9525,2026-09-18
2011-10-26,90.0836,2026-09-18
2011-10-27,88.7882,2026-09-18
2011-10-28,88.6382,2026-09-18
2011-10-31,89.2053,2026-09-18
2011-11-01,90.7296,2026-09-18
2011-11-02,90.244,2026-09-18
2011-11-03,90.2961,2026-09-18
2011-11-04,90.3154,2026-09-18
2011-11-07,90.3832,2026-09-18
2011-11-08,90.172,2026-09-18
2011-11-09,90.6991,2026-09-18
2011-11-10,90.8588,2026-09-18
2011-11-14,90.7215,2026-09-18
2011-11-15,91.1081,2026-09-18
2011-11-16,91.1237,2026-09-18
2011-11-17,91.1822,2026-09-18
2011-11-18,91.3676,2026-09-18
2011-11-21,91.9978,2026-09-18
2011-11-22,92.0193,2026-09-18
2011-11-23,92.7463,2026-09-18
2011-11-25,93.1455,2026-09-18
2011-11-28,92.4983,2026-09-18
2011-11-29,92.2163,2026-09-18
2011-11-30,91.4728,2026-09-18
2011-12-01,91.227,2026-09-18
2011-12-02,91.3532,2026-09-18
2011-12-05,91.1087,2026-09-18
2011-12-06,91.2817,2026-09-18
2011-12-07,91.2331,2026-09-18
2011-12-08,91.668,2026-09-18
2011-12-09,91.6122,2026-09-18
2011-12-12,92.3375,2026-09-18
2011-12-13,92.5456,2026-09-18
2011-12-14,93.2176,2026-09-18
2011-12-15,92.8858,2026-09-18
2011-12-16,92.8252,2026-09-18
2011-12-19,92.8685,2026-09-18
2011-12-20,92.432,2026-09-18
2011-12-21,92.5262,2026-09-18
2011-12-22,92.3883,2026-09-18
2011-12-23,92.3897,2026-09-18
2011-12-27,92.4137,2026-09-18
2011-12-28,92.8374,2026-09-18
2011-12-29,92.7398,2026-09-18
2011-12-30,92.4262,2026-09-18
2012-01-03,91.7551,2026-09-18
2012-01-04,92.0345,2026-09-18
2012-01-05,92.5773,2026-09-18
2012-01-06,92.7183,2026-09-18
2012-01-09,92.7418,2026-09-18
2012-01-10,92.2461,2026-09-18
2012-01-11,92.554,2026-09-18
2012-01-12,92.2274,2026-09-18
2012-01-13,92.5385,2026-09-18
2012-01-17,92.0142,2026-09-18
2012-01-18,91.6943,2026-09-18
2012-01-19,91.3316,2026-09-18
2012-01-20,91.3661,2026-09-18
2012-01-23,90.986,2026-09-18
2012-01-24,91.181,2026-09-18
2012-01-25,91.277,2026-09-18
2012-01-26,90.3962,2026-09-18
2012-01-27,90.2559,2026-09-18
2012-01-30,90.4762,2026-09-18
2012-01-31,90.5538,2026-09-18
2012-02-01,90.0963,2026-09-18
2012-02-02,89.8765,2026-09-18
2012-02-03,89.8491,2026-09-18
2012-02-06,89.7907,2026-09-18
2012-02-07,89.5968,2026-09-18
2012-02-08,89.6555,2026-09-18
2012-02-09,89.6246,2026-09-18
2012-02-10,90.1024,2026-09-18
2012-02-13,89.8895,2026-09-18
2012-02-14,90.1919,2026-09-18
2012-02-15,90.1932,2026-09-18
2012-02-16,90.3109,2026-09-18
2012-02-17,90.23,2026-09-18
2012-02-21,90.0117,2026-09-18
2012-02-22,90.2472,2026-09-18
2012-02-23,90.1108,2026-09-18
2012-02-24,89.9104,2026-09-18
2012-02-27,89.9635,2026-09-18
2012-02-28,89.8103,2026-09-18
2012-02-29,89.7487,2026-09-18
2012-03-01,89.7817,2026-09-18
2012-03-02,90.135,2026-09-18
2012-03-05,90.2748,2026-09-18
2012-03-06,90.8237,2026-09-18
2012-03-07,90.6837,2026-09-18
2012-03-08,90.2598,2026-09-18
2012-03-09,90.4341,2026-09-18
2012-03-12,90.6643,2026-09-18
2012-03-13,90.5363,2026-09-18
2012-03-14,90.9325,2026-09-18
2012-03-15,90.7866,2026-09-18
2012-03-16,90.5245,2026-09-18
2012-03-19,90.292,2026-09-18
2012-03-20,90.6065,2026-09-18
2012-03-21,90.6761,2026-09-18
2012-03-22,90.8225,2026-09-18
2012-03-23,90.6156,2026-09-18
2012-03-26,90.3266,2026-09-18
2012-03-27,90.2796,2026-09-18
2012-03-28,90.603,2026-09-18
2012-03-29,90.7285,2026-09-18
2012-03-30,90.4593,2026-09-18
2012-04-02,90.247,2026-09-18
2012-04-03,90.1921,2026-09-18
2012-04-04,90.8284,2026-09-18
2012-04-05,90.8781,2026-09-18
2012-04-06,90.9375,2026-09-18
2012-04-09,90.9624,2026-09-18
2012-04-10,91.2728,2026-09-18
2012-04-11,91.1768,2026-09-18
2012-04-12,90.7694,2026-09-18
2012-04-13,91.0558,2026-09-18
2012-04-16,91.2355,2026-09-18
2012-04-17,90.7661,2026-09-18
2012-04-18,90.9326,2026-09-18
2012-04-19,91.0833,2026-09-18
2012-04-20,90.8066,2026-09-18
2012-04-23,91.079,2026-09-18
2012-04-24,90.8153,2026-09-18
2012-04-25,90.756,2026-09-18
2012-04-26,90.6428,2026-09-18
2012-04-27,90.3269,2026-09-18
2012-04-30,90.3634,2026-09-18
2012-05-01,90.3227,2026-09-18
2012-05-02,90.6144,2026-09-18
2012-05-03,90.6839,2026-09-18
2012-05-04,91.0497,2026-09-18
2012-05-07,91.0747,2026-09-18
2012-05-08,91.4107,2026-09-18
2012-05-09,91.7632,2026-09-18
2012-05-10,91.7077,2026-09-18
2012-05-11,91.7306,2026-09-18
2012-05-14,92.2491,2026-09-18
2012-05-15,92.5235,2026-09-18
2012-05-16,92.903,2026-09-18
2012-05-17,92.9632,2026-09-18
2012-05-18,93.1395,2026-09-18
2012-05-21,93.0945,2026-09-18
2012-05-22,93.1113,2026-09-18
2012-05-23,93.8855,2026-09-18
2012-05-24,93.8027,2026-09-18
2012-05-25,93.9488,2026-09-18
2012-05-29,93.875,2026-09-18
2012-05-30,94.302,2026-09-18
2012-05-31,94.6856,2026-09-18
2012-06-01,94.6979,2026-09-18
2012-06-04,94.5184,2026-09-18
2012-06-05,94.6184,2026-09-18
2012-06-06,94.0362,2026-09-18
2012-06-07,93.774,2026-09-18
2012-06-08,94.2024,2026-09-18
2012-06-11,94.0369,2026-09-18
2012-06-12,94.0693,2026-09-18
2012-06-13,93.8309,2026-09-18
2012-06-14,93.8152,2026-09-18
2012-06-15,93.5203,2026-09-18
2012-06-18,93.6431,2026-09-18
2012-06-19,93.0524,2026-09-18
2012-06-20,93.1602,2026-09-18
2012-06-21,93.6378,2026-09-18
2012-06-22,93.9205,2026-09-18
2012-06-25,94.1757,2026-09-18
2012-06-26,93.9859,2026-09-18
2012-06-27,93.8728,2026-09-18
2012-06-28,94.0203,2026-09-18
2012-06-29,92.9096,2026-09-18
2012-07-02,92.951,2026-09-18
2012-07-03,92.6508,2026-09-18
2012-07-05,93.2211,2026-09-18
2012-07-06,93.7087,2026-09-18
2012-07-09,93.6974,2026-09-18
2012-07-10,93.5552,2026-09-18
2012-07-11,93.5981,2026-09-18
2012-07-12,93.9298,2026-09-18
2012-07-13,93.5515,2026-09-18
2012-07-16,93.3746,2026-09-18
2012-07-17,93.3479,2026-09-18
2012-07-18,93.0973,2026-09-18
2012-07-19,93.0438,2026-09-18
2012-07-20,93.3653,2026-09-18
2012-07-23,93.9297,2026-09-18
2012-07-24,94.2635,2026-09-18
2012-07-25,94.0564,2026-09-18
2012-07-26,93.3595,2026-09-18
2012-07-27,92.9333,2026-09-18
2012-07-30,93.0524,2026-09-18
2012-07-31,92.8422,2026-09-18
2012-08-01,92.8905,2026-09-18
2012-08-02,93.4269,2026-09-18
2012-08-03,92.6048,2026-09-18
2012-08-06,92.4339,2026-09-18
2012-08-07,92.5128,2026-09-18
2012-08-08,92.5407,2026-09-18
2012-08-09,92.6057,2026-09-18
2012-08-10,92.5129,2026-09-18
2012-08-13,92.5955,2026-09-18
2012-08-14,92.6152,2026-09-18
2012-08-15,92.6838,2026-09-18
2012-08-16,92.5737,2026-09-18
2012-08-17,92.711,2026-09-18
2012-08-20,92.6263,2026-09-18
2012-08-21,92.3053,2026-09-18
2012-08-22,92.4362,2026-09-18
2012-08-23,92.1057,2026-09-18
2012-08-24,92.2785,2026-09-18
2012-08-27,92.3135,2026-09-18
2012-08-28,92.2033,2026-09-18
2012-08-29,92.3823,2026-09-18
2012-08-30,92.6239,2026-09-18
2012-08-31,92.1677,2026-09-18
2012-09-04,92.1582,2026-09-18
2012-09-05,92.1262,2026-09-18
2012-09-06,91.8973,2026-09-18
2012-09-07,91.3469,2026-09-18
2012-09-10,91.3102,2026-09-18
2012-09-11,91.0575,2026-09-18
2012-09-12,91.0477,2026-09-18
2012-09-13,90.9632,2026-09-18
2012-09-14,90.1436,2026-09-18
2012-09-17,90.2837,2026-09-18
2012-09-18,90.5029,2026-09-18
2012-09-19,90.4646,2026-09-18
2012-09-20,90.7631,2026-09-18
2012-09-21,90.5342,2026-09-18
2012-09-24,90.8263,2026-09-18
2012-09-25,90.6074,2026-09-18
2012-09-26,91.0028,2026-09-18
2012-09-27,90.7538,2026-09-18
2012-09-28,90.8342,2026-09-18
2012-10-01,90.7011,2026-09-18
2012-10-02,90.644,2026-09-18
2012-10-03,90.8726,2026-09-18
2012-10-04,90.4932,2026-09-18
2012-10-05,90.2851,2026-09-18
2012-10-09,90.8703,2026-09-18
2012-10-10,90.883,2026-09-18
2012-10-11,90.7437,2026-09-18
2012-10-12,90.6833,2026-09-18
2012-10-15,90.6409,2026-09-18
2012-10-16,90.5583,2026-09-18
2012-10-17,90.2309,2026-09-18
2012-10-18,90.3804,2026-09-18
2012-10-19,90.8107,2026-09-18
2012-10-22,90.7911,2026-09-18
2012-10-23,91.0945,2026-09-18
2012-10-24,91.1275,2026-09-18
2012-10-25,91.02,2026-09-18
2012-10-26,91.1411,2026-09-18
2012-10-31,91.1609,2026-09-18
2012-11-01,91.1217,2026-09-18
2012-11-02,91.281,2026-09-18
2012-11-05,91.4778,2026-09-18
2012-11-06,91.2908,2026-09-18
2012-11-07,91.4514,2026-09-18
2012-11-08,91.5375,2026-09-18
2012-11-09,91.6871,2026-09-18
2012-11-13,91.7356,2026-09-18
2012-11-14,91.7942,2026-09-18
2012-11-15,91.8837,2026-09-18
2012-11-16,92.0095,2026-09-18
2012-11-19,91.5653,2026-09-18
2012-11-20,91.556,2026-09-18
2012-11-21,91.6645,2026-09-18
2012-11-23,91.2616,2026-09-18
2012-11-26,91.2789,2026-09-18
2012-11-27,91.2608,2026-09-18
2012-11-28,91.33,2026-09-18
2012-11-29,91.2104,2026-09-18
2012-11-30,91.1038,2026-09-18
2012-12-03,91.0084,2026-09-18
2012-12-04,90.9748,2026-09-18
2012-12-05,90.9423,2026-09-18
2012-12-06,91.0629,2026-09-18
2012-12-07,91.0437,2026-09-18
2012-12-10,90.9631,2026-09-18
2012-12-11,90.8403,2026-09-18
2012-12-12,90.7708,2026-09-18
2012-12-13,90.776,2026-09-18
2012-12-14,90.7156,2026-09-18
2012-12-17,90.6193,2026-09-18
2012-12-18,90.5161,2026-09-18
2012-12-19,90.4896,2026-09-18
2012-12-20,90.6002,2026-09-18
2012-12-21,90.9597,2026-09-18
2012-12-24,91.0354,2026-09-18
2012-12-26,91.0606,2026-09-18
2012-12-27,91.1037,2026-09-18
2012-12-28,91.0419,2026-09-18
2012-12-31,91.0834,2026-09-18
2013-01-02,90.6941,2026-09-18
2013-01-03,90.8097,2026-09-18
2013-01-04,91.1025,2026-09-18
2013-01-07,90.9852,2026-09-18
2013-01-08,91.057,2026-09-18
2013-01-09,91.0088,2026-09-18
2013-01-10,90.6425,2026-09-18
2013-01-11,90.5352,2026-09-18
2013-01-14,90.4935,2026-09-18
2013-01-15,90.5191,2026-09-18
2013-01-16,90.596,2026-09-18
2013-01-17,90.5401,2026-09-18
2013-01-18,90.8697,2026-09-18
2013-01-22,90.7892,2026-09-18
2013-01-23,90.8376,2026-09-18
2013-01-24,90.9112,2026-09-18
2013-01-25,91.0868,2026-09-18
2013-01-28,91.2354,2026-09-18
2013-01-29,90.9406,2026-09-18
2013-01-30,90.8836,2026-09-18
2013-01-31,90.798,2026-09-18
2013-02-01,90.6923,2026-09-18
2013-02-04,90.9774,2026-09-18
2013-02-05,90.881,2026-09-18
2013-02-06,91.0176,2026-09-18
2013-02-07,91.2912,2026-09-18
2013-02-08,91.3056,2026-09-18
2013-02-11,91.4451,2026-09-18
2013-02-12,91.2779,2026-09-18
2013-02-13,91.2709,2026-09-18
2013-02-14,91.366,2026-09-18
2013-02-15,91.4551,2026-09-18
2013-02-19,91.5073,2026-09-18
2013-02-20,91.6689,2026-09-18
2013-02-21,92.0394,2026-09-18
2013-02-22,92.1197,2026-09-18
2013-02-25,92.1975,2026-09-18
2013-02-26,92.4247,2026-09-18
2013-02-27,92.234,2026-09-18
2013-02-28,92.295,2026-09-18
2013-03-01,92.6177,2026-09-18
2013-03-04,92.6316,2026-09-18
2013-03-05,92.4965,2026-09-18
2013-03-07,92.5462,2026-09-18
2013-03-08,92.6252,2026-09-18
2013-03-11,92.5351,2026-09-18
2013-03-12,92.3853,2026-09-18
2013-03-13,92.4709,2026-09-18
2013-03-14,92.4695,2026-09-18
2013-03-15,92.128,2026-09-18
2013-03-18,92.3377,2026-09-18
2013-03-19,92.526,2026-09-18
2013-03-20,92.4141,2026-09-18
2013-03-21,92.3322,2026-09-18
2013-03-22,92.2051,2026-09-18
2013-03-25,92.3081,2026-09-18
2013-03-26,92.232,2026-09-18
2013-03-27,92.446,2026-09-18
2013-03-28,92.2544,2026-09-18
2013-03-29,92.302,2026-09-18
2013-04-01,92.1687,2026-09-18
2013-04-02,92.1432,2026-09-18
2013-04-03,92.104,2026-09-18
2013-04-04,92.3896,2026-09-18
2013-04-05,92.1043,2026-09-18
2013-04-08,92.2317,2026-09-18
2013-04-09,91.9669,2026-09-18
2013-04-10,91.9598,2026-09-18
2013-04-11,91.6972,2026-09-18
2013-04-12,91.7967,2026-09-18
2013-04-15,91.9457,2026-09-18
2013-04-16,91.8451,2026-09-18
2013-04-17,92.1372,2026-09-18
2013-04-18,92.176,2026-09-18
2013-04-19,92.2166,2026-09-18
2013-04-22,92.3591,2026-09-18
2013-04-23,92.3836,2026-09-18
2013-04-24,92.4581,2026-09-18
2013-04-25,92.0394,2026-09-18
2013-04-26,91.9012,2026-09-18
2013-04-29,91.6539,2026-09-18
2013-04-30,91.3741,2026-09-18
2013-05-01,91.4331,2026-09-18
2013-05-02,91.6174,2026-09-18
2013-05-03,91.5087,2026-09-18
2013-05-06,91.6387,2026-09-18
2013-05-07,91.5201,2026-09-18
2013-05-08,91.1848,2026-09-18
2013-05-09,91.3036,2026-09-18
2013-05-10,92.2527,2026-09-18
2013-05-13,92.2711,2026-09-18
2013-05-14,92.3697,2026-09-18
2013-05-15,92.7691,2026-09-18
2013-05-16,92.6602,2026-09-18
2013-05-17,93.1617,2026-09-18
2013-05-20,93.0359,2026-09-18
2013-05-21,92.9662,2026-09-18
2013-05-22,93.3104,2026-09-18
2013-05-23,93.2113,2026-09-18
2013-05-24,93.2768,2026-09-18
2013-05-28,93.5853,2026-09-18
2013-05-29,93.531,2026-09-18
2013-05-30,93.4219,2026-09-18
2013-05-31,93.6076,2026-09-18
2013-06-03,93.163,2026-09-18
2013-06-04,93.3067,2026-09-18
2013-06-05,93.275,2026-09-18
2013-06-06,92.809,2026-09-18
2013-06-07,92.6056,2026-09-18
2013-06-10,92.973,2026-09-18
2013-06-11,92.7996,2026-09-18
2013-06-12,92.4775,2026-09-18
2013-06-13,92.3449,2026-09-18
2013-06-14,92.1886,2026-09-18
2013-06-17,92.3332,2026-09-18
2013-06-18,92.5432,2026-09-18
2013-06-19,92.4755,2026-09-18
2013-06-20,94.125,2026-09-18
2013-06-21,94.4243,2026-09-18
2013-06-24,94.5714,2026-09-18
2013-06-25,94.3285,2026-09-18
2013-06-26,94.3807,2026-09-18
2013-06-27,94.2429,2026-09-18
2013-06-28,94.3047,2026-09-18
2013-07-01,94.0998,2026-09-18
2013-07-02,94.4051,2026-09-18
2013-07-03,94.4767,2026-09-18
2013-07-05,95.0639,2026-09-18
2013-07-08,94.9954,2026-09-18
2013-07-09,94.9467,2026-09-18
2013-07-10,94.7595,2026-09-18
2013-07-11,93.949,2026-09-18
2013-07-12,94.0029,2026-09-18
2013-07-15,93.9729,2026-09-18
2013-07-16,93.5232,2026-09-18
2013-07-17,93.5498,2026-09-18
2013-07-18,93.681,2026-09-18
2013-07-19,93.4759,2026-09-18
2013-07-22,93.2253,2026-09-18
2013-07-23,93.1631,2026-09-18
2013-07-24,93.3124,2026-09-18
2013-07-25,93.2862,2026-09-18
2013-07-26,93.1695,2026-09-18
2013-07-29,93.1663,2026-09-18
2013-07-30,93.3976,2026-09-18
2013-07-31,93.5703,2026-09-18
2013-08-01,93.7972,2026-09-18
2013-08-02,93.5789,2026-09-18
2013-08-05,93.507,2026-09-18
2013-08-06,93.3199,2026-09-18
2013-08-07,93.2652,2026-09-18
2013-08-08,92.8483,2026-09-18
2013-08-09,92.8394,2026-09-18
2013-08-12,92.9178,2026-09-18
2013-08-13,93.476,2026-09-18
2013-08-14,93.382,2026-09-18
2013-08-15,93.5059,2026-09-18
2013-08-16,93.4255,2026-09-18
2013-08-19,93.6623,2026-09-18
2013-08-20,93.5536,2026-09-18
2013-08-21,94.0362,2026-09-18
2013-08-22,94.2804,2026-09-18
2013-08-23,93.9466,2026-09-18
2013-08-26,94.1853,2026-09-18
2013-08-27,94.3934,2026-09-18
2013-08-28,94.4127,2026-09-18
2013-08-29,94.6398,2026-09-18
2013-08-30,94.7541,2026-09-18
2013-09-03,94.9574,2026-09-18
2013-09-04,94.5739,2026-09-18
2013-09-05,94.8891,2026-09-18
2013-09-06,94.2487,2026-09-18
2013-09-09,94.0009,2026-09-18
2013-09-10,93.938,2026-09-18
2013-09-11,93.7112,2026-09-18
2013-09-12,93.5903,2026-09-18
2013-09-13,93.6666,2026-09-18
2013-09-16,93.2875,2026-09-18
2013-09-17,93.2231,2026-09-18
2013-09-18,93.2569,2026-09-18
2013-09-19,92.4082,2026-09-18
2013-09-20,92.6049,2026-09-18
2013-09-23,92.613,2026-09-18
2013-09-24,92.7691,2026-09-18
2013-09-25,92.7675,2026-09-18
2013-09-26,93.0096,2026-09-18
2013-09-27,92.9747,2026-09-18
2013-09-30,92.9207,2026-09-18
2013-10-01,92.9515,2026-09-18
2013-10-02,92.772,2026-09-18
2013-10-03,92.7461,2026-09-18
2013-10-04,92.6469,2026-09-18
2013-10-07,92.6725,2026-09-18
2013-10-08,92.7558,2026-09-18
2013-10-09,93.0829,2026-09-18
2013-10-10,92.8579,2026-09-18
2013-10-11,92.854,2026-09-18
2013-10-15,92.7642,2026-09-18
2013-10-16,92.6819,2026-09-18
2013-10-17,92.0246,2026-09-18
2013-10-18,91.9989,2026-09-18
2013-10-21,92.2498,2026-09-18
2013-10-22,91.9563,2026-09-18
2013-10-23,92.0947,2026-09-18
2013-10-24,92.1867,2026-09-18
2013-10-25,92.1623,2026-09-18
2013-10-28,92.1872,2026-09-18
2013-10-29,92.301,2026-09-18
2013-10-30,92.3057,2026-09-18
2013-10-31,92.731,2026-09-18
2013-11-01,93.155,2026-09-18
2013-11-04,92.9359,2026-09-18
2013-11-05,93.2112,2026-09-18
2013-11-06,93.0943,2026-09-18
2013-11-07,93.4003,2026-09-18
2013-11-08,93.6619,2026-09-18
2013-11-12,93.7651,2026-09-18
2013-11-13,93.4848,2026-09-18
2013-11-14,93.4328,2026-09-18
2013-11-15,93.2854,2026-09-18
2013-11-18,92.9824,2026-09-18
2013-11-19,93.0649,2026-09-18
2013-11-20,93.2501,2026-09-18
2013-11-21,93.5638,2026-09-18
2013-11-22,93.4198,2026-09-18
2013-11-25,93.5539,2026-09-18
2013-11-26,93.5226,2026-09-18
2013-11-27,93.6864,2026-09-18
2013-11-29,93.6291,2026-09-18
2013-12-02,93.8856,2026-09-18
2013-12-03,93.8251,2026-09-18
2013-12-04,93.8997,2026-09-18
2013-12-05,93.4954,2026-09-18
2013-12-06,93.4045,2026-09-18
2013-12-09,93.1444,2026-09-18
2013-12-11,93.0842,2026-09-18
2013-12-12,93.4292,2026-09-18
2013-12-13,93.3568,2026-09-18
2013-12-16,93.2175,2026-09-18
2013-12-17,93.302,2026-09-18
2013-12-18,93.4207,2026-09-18
2013-12-19,93.7368,2026-09-18
2013-12-20,93.7211,2026-09-18
2013-12-23,93.572,2026-09-18
2013-12-24,93.6734,2026-09-18
2013-12-26,93.766,2026-09-18
2013-12-27,93.7018,2026-09-18
2013-12-30,93.4866,2026-09-18
2013-12-31,93.5576,2026-09-18
2014-01-02,93.8192,2026-09-18
2014-01-03,93.853,2026-09-18
2014-01-06,93.9109,2026-09-18
2014-01-07,94.0398,2026-09-18
2014-01-08,94.2181,2026-09-18
2014-01-09,94.3299,2026-09-18
2014-01-10,94.0045,2026-09-18
2014-01-13,93.899,2026-09-18
2014-01-14,94.0303,2026-09-18
2014-01-15,94.341,2026-09-18
2014-01-16,94.5507,2026-09-18
2014-01-17,94.5846,2026-09-18
2014-01-21,94.679,2026-09-18
2014-01-22,94.8479,2026-09-18
2014-01-23,94.8415,2026-09-18
2014-01-24,94.8555,2026-09-18
2014-01-27,94.9059,2026-09-18
2014-01-28,94.88,2026-09-18
2014-01-29,94.8621,2026-09-18
2014-01-30,95.1294,2026-09-18
2014-01-31,95.1774,2026-09-18
2014-02-03,95.2469,2026-09-18
2014-02-04,95.0438,2026-09-18
2014-02-05,95.0285,2026-09-18
2014-02-06,94.7177,2026-09-18
2014-02-07,94.7457,2026-09-18
2014-02-10,94.7189,2026-09-18
2014-02-11,94.6377,2026-09-18
2014-02-12,94.6209,2026-09-18
2014-02-14,94.2711,2026-09-18
2014-02-18,94.1934,2026-09-18
2014-02-19,94.38,2026-09-18
2014-02-20,94.6571,2026-09-18
2014-02-24,94.4042,2026-09-18
2014-02-25,94.4735,2026-09-18
2014-02-26,94.7754,2026-09-18
2014-02-27,94.6722,2026-09-18
2014-02-28,94.3879,2026-09-18
2014-03-04,94.6568,2026-09-18
2014-03-05,94.4679,2026-09-18
2014-03-06,93.9858,2026-09-18
2014-03-07,94.2532,2026-09-18
2014-03-10,94.3731,2026-09-18
2014-03-11,94.387,2026-09-18
2014-03-12,94.462,2026-09-18
2014-03-13,94.1872,2026-09-18
2014-03-14,94.243,2026-09-18
2014-03-18,94.2631,2026-09-18
2014-03-19,94.3752,2026-09-18
2014-03-20,94.9986,2026-09-18
2014-03-21,94.8547,2026-09-18
2014-03-24,94.759,2026-09-18
2014-03-25,94.6379,2026-09-18
2014-03-26,94.5281,2026-09-18
2014-03-27,94.3315,2026-09-18
2014-03-28,94.3683,2026-09-18
2014-03-31,94.2432,2026-09-18
2014-04-01,94.1244,2026-09-18
2014-04-02,94.3103,2026-09-18
2014-04-03,94.512,2026-09-18
2014-04-04,94.2191,2026-09-18
2014-04-07,94.0881,2026-09-18
2014-04-08,93.6579,2026-09-18
2014-04-09,93.6716,2026-09-18
2014-04-10,93.5123,2026-09-18
2014-04-11,93.6395,2026-09-18
2014-04-14,93.8046,2026-09-18
2014-04-15,93.9486,2026-09-18
2014-04-16,93.9461,2026-09-18
2014-04-17,93.8936,2026-09-18
2014-04-18,93.9629,2026-09-18
2014-04-21,94.0337,2026-09-18
2014-04-22,94.0802,2026-09-18
2014-04-23,94.149,2026-09-18
2014-04-24,94.1294,2026-09-18
2014-04-25,94.1623,2026-09-18
2014-04-28,94.1374,2026-09-18
2014-04-29,94.0295,2026-09-18
2014-04-30,93.8896,2026-09-18
2014-05-01,93.8707,2026-09-18
2014-05-02,93.8182,2026-09-18
2014-05-05,93.7334,2026-09-18
2014-05-06,93.4324,2026-09-18
2014-05-07,93.4337,2026-09-18
2014-05-08,93.3686,2026-09-18
2014-05-09,93.6614,2026-09-18
2014-05-12,93.6537,2026-09-18
2014-05-13,93.6755,2026-09-18
2014-05-14,93.5968,2026-09-18
2014-05-15,93.7065,2026-09-18
2014-05-16,93.6073,2026-09-18
2014-05-19,93.502,2026-09-18
2014-05-20,93.6699,2026-09-18
2014-05-21,93.7629,2026-09-18
2014-05-22,93.6944,2026-09-18
2014-05-23,93.7042,2026-09-18
2014-05-27,93.8418,2026-09-18
2014-05-28,93.8793,2026-09-18
2014-05-29,93.6973,2026-09-18
2014-05-30,93.7606,2026-09-18
2014-06-02,94.0006,2026-09-18
2014-06-03,94.0536,2026-09-18
2014-06-04,94.1239,2026-09-18
2014-06-05,93.9732,2026-09-18
2014-06-06,93.9069,2026-09-18
2014-06-09,93.9628,2026-09-18
2014-06-10,94.0638,2026-09-18
2014-06-11,93.9744,2026-09-18
2014-06-12,93.8155,2026-09-18
2014-06-13,93.9168,2026-09-18
2014-06-16,93.8639,2026-09-18
2014-06-17,94.0829,2026-09-18
2014-06-18,94.0525,2026-09-18
2014-06-19,93.752,2026-09-18
2014-06-20,93.7591,2026-09-18
2014-06-23,93.628,2026-09-18
2014-06-24,93.7093,2026-09-18
2014-06-25,93.5851,2026-09-18
2014-06-26,93.5471,2026-09-18
2014-06-27,93.3983,2026-09-18
2014-06-30,93.2058,2026-09-18
2014-07-01,93.1365,2026-09-18
2014-07-02,93.2478,2026-09-18
2014-07-03,93.3149,2026-09-18
2014-07-07,93.3803,2026-09-18
2014-07-08,93.323,2026-09-18
2014-07-09,93.228,2026-09-18
2014-07-10,93.3152,2026-09-18
2014-07-11,93.4171,2026-09-18
2014-07-14,93.4101,2026-09-18
2014-07-15,93.5796,2026-09-18
2014-07-16,93.5991,2026-09-18
2014-07-17,93.6586,2026-09-18
2014-07-18,93.6608,2026-09-18
2014-07-21,93.6069,2026-09-18
2014-07-22,93.6306,2026-09-18
2014-07-23,93.5951,2026-09-18
2014-07-24,93.6836,2026-09-18
2014-07-25,93.8294,2026-09-18
2014-07-28,93.83,2026-09-18
2014-07-29,94.0443,2026-09-18
2014-07-30,94.3473,2026-09-18
2014-07-31,94.4467,2026-09-18
2014-08-01,94.4754,2026-09-18
2014-08-04,94.448,2026-09-18
2014-08-05,94.6754,2026-09-18
2014-08-06,94.6092,2026-09-18
2014-08-07,94.6364,2026-09-18
2014-08-08,94.6027,2026-09-18
2014-08-11,94.4767,2026-09-18
2014-08-12,94.5211,2026-09-18
2014-08-13,94.4681,2026-09-18
2014-08-14,94.3508,2026-09-18
2014-08-15,94.2941,2026-09-18
2014-08-18,94.2519,2026-09-18
2014-08-19,94.4356,2026-09-18
2014-08-20,94.5937,2026-09-18
2014-08-21,94.673,2026-09-18
2014-08-22,94.8012,2026-09-18
2014-08-25,94.9159,2026-09-18
2014-08-26,94.8617,2026-09-18
2014-08-27,94.6863,2026-09-18
2014-08-28,94.6947,2026-09-18
2014-08-29,94.7251,2026-09-18
2014-09-02,95.063,2026-09-18
2014-09-03,94.8709,2026-09-18
2014-09-04,95.2641,2026-09-18
2014-09-05,95.2203,2026-09-18
2014-09-08,95.4167,2026-09-18
2014-09-09,95.8811,2026-09-18
2014-09-10,95.8641,2026-09-18
2014-09-11,95.9184,2026-09-18
2014-09-12,96.0748,2026-09-18
2014-09-15,96.1195,2026-09-18
2014-09-16,95.8483,2026-09-18
2014-09-17,95.9106,2026-09-18
2014-09-18,96.1284,2026-09-18
2014-09-19,96.3417,2026-09-18
2014-09-22,96.4625,2026-09-18
2014-09-23,96.5112,2026-09-18
2014-09-24,96.6574,2026-09-18
2014-09-25,96.8988,2026-09-18
2014-09-26,97.208,2026-09-18
2014-09-29,97.3523,2026-09-18
2014-09-30,97.5261,2026-09-18
2014-10-01,97.5387,2026-09-18
2014-10-02,97.3062,2026-09-18
2014-10-03,97.9846,2026-09-18
2014-10-06,97.5513,2026-09-18
