Date,Value,DataCollectedAt
2008-10-28,102.4236,2026-09-18
2008-10-29,100.0967,2026-09-18
2008-10-30,99.4568,2026-09-18
2008-10-31,99.7662,2026-09-18
2008-11-03,99.4345,2026-09-18
2008-11-04,97.9957,2026-09-18
2008-11-05,98.0953,2026-09-18
2008-11-06,99.5364,2026-09-18
2008-11-07,99.3944,2026-09-18
2008-11-10,99.5897,2026-09-18
2008-11-11,99.6041,2026-09-18
2008-11-12,101.1947,2026-09-18
2008-11-13,101.774,2026-09-18
2008-11-14,100.9705,2026-09-18
2008-11-17,101.1029,2026-09-18
2008-11-18,101.3965,2026-09-18
2008-11-19,101.8804,2026-09-18
2008-11-20,103.2737,2026-09-18
2008-11-21,103.6289,2026-09-18
2008-11-24,101.502,2026-09-18
2008-11-25,100.7997,2026-09-18
2008-11-26,101.2566,2026-09-18
2008-11-27,101.2564,2026-09-18
2008-11-28,101.6468,2026-09-18
2008-12-01,102.1744,2026-09-18
2008-12-02,101.9891,2026-09-18
2008-12-03,102.4251,2026-09-18
2008-12-04,102.0715,2026-09-18
2008-12-05,103.4902,2026-09-18
2008-12-08,101.7227,2026-09-18
2008-12-09,101.7346,2026-09-18
2008-12-10,101.2913,2026-09-18
2008-12-11,99.5101,2026-09-18
2008-12-12,100.319,2026-09-18
2008-12-15,99.1001,2026-09-18
2008-12-16,98.4771,2026-09-18
2008-12-17,96.8227,2026-09-18
2008-12-18,96.8447,2026-09-18
2008-12-19,98.1278,2026-09-18
2008-12-22,98.1643,2026-09-18
2008-12-23,98.2698,2026-09-18
2008-12-24,98.2249,2026-09-18
2008-12-25,98.2419,2026-09-18
2008-12-26,98.2594,2026-09-18
2008-12-29,97.9359,2026-09-18
2008-12-30,98.3833,2026-09-18
2008-12-31,98.6518,2026-09-18
2009-01-02,98.6008,2026-09-18
2009-01-05,98.9195,2026-09-18
2009-01-06,98.7871,2026-09-18
2009-01-07,98.089,2026-09-18
2009-01-08,98.3223,2026-09-18
2009-01-09,98.8752,2026-09-18
2009-01-12,99.6022,2026-09-18
2009-01-13,100.3597,2026-09-18
2009-01-14,100.7546,2026-09-18
2009-01-15,101.4653,2026-09-18
2009-01-16,100.711,2026-09-18
2009-01-21,102.1007,2026-09-18
2009-01-22,101.8432,2026-09-18
2009-01-23,102.1096,2026-09-18
2009-01-26,100.9764,2026-09-18
2009-01-27,101.1702,2026-09-18
2009-01-28,100.5461,2026-09-18
2009-01-29,101.3398,2026-09-18
2009-01-30,102.1169,2026-09-18
2009-02-02,102.5067,2026-09-18
2009-02-03,101.8506,2026-09-18
2009-02-04,101.9056,2026-09-18
2009-02-05,101.9517,2026-09-18
2009-02-06,101.7455,2026-09-18
2009-02-09,100.9637,2026-09-18
2009-02-10,101.7094,2026-09-18
2009-02-11,102.24,2026-09-18
2009-02-12,102.598,2026-09-18
2009-02-13,102.2958,2026-09-18
2009-02-17,103.7625,2026-09-18
2009-02-18,104.0385,2026-09-18
2009-02-19,103.7656,2026-09-18
2009-02-20,104.0244,2026-09-18
2009-02-23,103.7416,2026-09-18
2009-02-24,103.9829,2026-09-18
2009-02-25,104.3086,2026-09-18
2009-02-26,104.1813,2026-09-18
2009-02-27,104.9284,2026-09-18
2009-03-02,105.9617,2026-09-18
2009-03-03,106.0249,2026-09-18
2009-03-04,105.4558,2026-09-18
2009-03-05,105.8064,2026-09-18
2009-03-06,105.3937,2026-09-18
2009-03-09,106.0182,2026-09-18
2009-03-10,105.1153,2026-09-18
2009-03-11,104.8499,2026-09-18
2009-03-12,104.89,2026-09-18
2009-03-13,104.1106,2026-09-18
2009-03-16,103.2005,2026-09-18
2009-03-17,103.2305,2026-09-18
2009-03-18,103.0005,2026-09-18
2009-03-19,100.3951,2026-09-18
2009-03-20,101.0581,2026-09-18
2009-03-23,101.103,2026-09-18
2009-03-24,101.0319,2026-09-18
2009-03-25,100.9674,2026-09-18
2009-03-26,101.097,2026-09-18
2009-03-27,101.8388,2026-09-18
2009-03-30,102.749,2026-09-18
2009-03-31,102.3761,2026-09-18
2009-04-01,102.1252,2026-09-18
2009-04-02,100.8733,2026-09-18
2009-04-03,100.6429,2026-09-18
2009-04-06,100.9428,2026-09-18
2009-04-07,100.9808,2026-09-18
2009-04-08,100.8948,2026-09-18
2009-04-09,100.7988,2026-09-18
2009-04-10,100.7597,2026-09-18
2009-04-13,100.1369,2026-09-18
2009-04-14,99.9097,2026-09-18
2009-04-15,100.1497,2026-09-18
2009-04-16,100.0517,2026-09-18
2009-04-17,100.5719,2026-09-18
2009-04-20,101.448,2026-09-18
2009-04-21,101.1794,2026-09-18
2009-04-22,101.1142,2026-09-18
2009-04-23,101.0065,2026-09-18
2009-04-24,100.0244,2026-09-18
2009-04-27,100.7258,2026-09-18
2009-04-28,101.3145,2026-09-18
2009-04-29,100.0009,2026-09-18
2009-04-30,100.1042,2026-09-18
2009-05-01,100.0057,2026-09-18
2009-05-04,99.134,2026-09-18
2009-05-05,98.8529,2026-09-18
2009-05-06,98.9044,2026-09-18
2009-05-07,98.552,2026-09-18
2009-05-08,98.1269,2026-09-18
2009-05-11,97.747,2026-09-18
2009-05-12,97.8269,2026-09-18
2009-05-13,98.0276,2026-09-18
2009-05-14,98.1271,2026-09-18
2009-05-15,98.1063,2026-09-18
2009-05-18,97.9412,2026-09-18
2009-05-19,97.2827,2026-09-18
2009-05-20,96.5707,2026-09-18
2009-05-21,96.6039,2026-09-18
2009-05-22,95.8788,2026-09-18
2009-05-26,95.988,2026-09-18
2009-05-27,95.9622,2026-09-18
2009-05-28,96.1313,2026-09-18
2009-05-29,95.268,2026-09-18
2009-06-01,94.8107,2026-09-18
2009-06-02,94.6556,2026-09-18
2009-06-03,95.0751,2026-09-18
2009-06-04,95.2922,2026-09-18
2009-06-05,96.0412,2026-09-18
2009-06-08,96.6548,2026-09-18
2009-06-09,95.9537,2026-09-18
2009-06-10,96.1277,2026-09-18
2009-06-11,95.4993,2026-09-18
2009-06-12,95.836,2026-09-18
2009-06-15,96.7519,2026-09-18
2009-06-16,96.2616,2026-09-18
2009-06-17,96.64,2026-09-18
2009-06-18,96.1482,2026-09-18
2009-06-19,96.0325,2026-09-18
2009-06-22,96.8818,2026-09-18
2009-06-23,96.5196,2026-09-18
2009-06-24,96.2369,2026-09-18
2009-06-25,96.7072,2026-09-18
2009-06-26,96.1935,2026-09-18
2009-06-29,96.242,2026-09-18
2009-06-30,96.3761,2026-09-18
2009-07-01,95.6581,2026-09-18
2009-07-02,96.3216,2026-09-18
2009-07-06,96.6174,2026-09-18
2009-07-07,96.6321,2026-09-18
2009-07-08,97.0204,2026-09-18
2009-07-09,96.6219,2026-09-18
2009-07-10,97.0819,2026-09-18
2009-07-13,96.9995,2026-09-18
2009-07-14,96.6599,2026-09-18
2009-07-15,95.8004,2026-09-18
2009-07-16,95.7241,2026-09-18
2009-07-17,95.6036,2026-09-18
2009-07-20,95.0903,2026-09-18
2009-07-21,95.0564,2026-09-18
2009-07-22,94.8659,2026-09-18
2009-07-23,94.532,2026-09-18
2009-07-24,94.7046,2026-09-18
2009-07-27,94.6659,2026-09-18
2009-07-28,94.5592,2026-09-18
2009-07-29,95.1678,2026-09-18
2009-07-30,94.8967,2026-09-18
2009-07-31,94.2526,2026-09-18
2009-08-03,93.6331,2026-09-18
2009-08-04,93.7281,2026-09-18
2009-08-05,93.7848,2026-09-18
2009-08-06,93.9358,2026-09-18
2009-08-07,94.4692,2026-09-18
2009-08-10,94.6087,2026-09-18
2009-08-11,94.8678,2026-09-18
2009-08-12,94.5394,2026-09-18
2009-08-13,94.2392,2026-09-18
2009-08-14,94.475,2026-09-18
2009-08-17,95.1024,2026-09-18
2009-08-18,95.1118,2026-09-18
2009-08-19,94.4084,2026-09-18
2009-08-20,94.3492,2026-09-18
2009-08-21,94.0103,2026-09-18
2009-08-24,93.9345,2026-09-18
2009-08-25,93.9066,2026-09-18
2009-08-26,94.8662,2026-09-18
2009-08-27,94.7943,2026-09-18
2009-08-28,94.4489,2026-09-18
2009-08-31,94.6202,2026-09-18
2009-09-01,95.2201,2026-09-18
2009-09-02,95.1575,2026-09-18
2009-09-03,94.959,2026-09-18
2009-09-04,94.5811,2026-09-18
2009-09-08,93.7323,2026-09-18
2009-09-09,93.6915,2026-09-18
2009-09-10,93.6947,2026-09-18
2009-09-11,93.3225,2026-09-18
2009-09-14,93.6196,2026-09-18
2009-09-15,93.4427,2026-09-18
2009-09-16,92.9072,2026-09-18
2009-09-17,92.8287,2026-09-18
2009-09-18,93.1233,2026-09-18
2009-09-21,93.3547,2026-09-18
2009-09-22,92.8664,2026-09-18
2009-09-23,92.979,2026-09-18
2009-09-24,93.4708,2026-09-18
2009-09-25,93.5535,2026-09-18
2009-09-28,93.4669,2026-09-18
2009-09-29,93.7776,2026-09-18
2009-09-30,93.1907,2026-09-18
2009-10-01,93.5995,2026-09-18
2009-10-02,93.6756,2026-09-18
2009-10-05,93.3356,2026-09-18
2009-10-06,92.619,2026-09-18
2009-10-07,92.794,2026-09-18
2009-10-08,92.2074,2026-09-18
2009-10-09,92.2984,2026-09-18
2009-10-13,91.8273,2026-09-18
2009-10-14,91.5047,2026-09-18
2009-10-15,91.4367,2026-09-18
2009-10-16,91.6541,2026-09-18
2009-10-19,91.4406,2026-09-18
2009-10-20,91.801,2026-09-18
2009-10-21,91.3805,2026-09-18
2009-10-22,91.6075,2026-09-18
2009-10-23,91.7331,2026-09-18
2009-10-26,92.0998,2026-09-18
2009-10-27,92.5335,2026-09-18
2009-10-28,92.8152,2026-09-18
2009-10-29,92.4708,2026-09-18
2009-10-30,92.6207,2026-09-18
2009-11-02,92.4501,2026-09-18
2009-11-03,92.9037,2026-09-18
2009-11-04,92.3725,2026-09-18
2009-11-05,92.3437,2026-09-18
2009-11-06,92.3848,2026-09-18
2009-11-09,91.6861,2026-09-18
2009-11-10,91.6659,2026-09-18
2009-11-12,91.9461,2026-09-18
2009-11-13,91.5754,2026-09-18
2009-11-16,91.194,2026-09-18
2009-11-17,91.7419,2026-09-18
2009-11-18,91.249,2026-09-18
2009-11-19,91.7827,2026-09-18
2009-11-20,91.9906,2026-09-18
2009-11-23,91.4864,2026-09-18
2009-11-24,91.5539,2026-09-18
2009-11-25,90.9669,2026-09-18
2009-11-27,91.5272,2026-09-18
2009-11-30,91.3717,2026-09-18
2009-12-01,90.8323,2026-09-18
2009-12-02,90.8906,2026-09-18
2009-12-03,90.9152,2026-09-18
2009-12-04,91.3806,2026-09-18
2009-12-07,91.5414,2026-09-18
2009-12-08,91.9513,2026-09-18
2009-12-09,92.014,2026-09-18
2009-12-10,92.0073,2026-09-18
2009-12-11,92.2946,2026-09-18
2009-12-14,92.0305,2026-09-18
2009-12-15,92.3635,2026-09-18
2009-12-16,92.1496,2026-09-18
2009-12-17,93.225,2026-09-18
2009-12-18,93.1632,2026-09-18
2009-12-22,93.2903,2026-09-18
2009-12-23,92.9295,2026-09-18
2009-12-24,92.8694,2026-09-18
2009-12-28,92.6993,2026-09-18
2009-12-29,92.8838,2026-09-18
2009-12-30,93.0872,2026-09-18
2009-12-31,92.9124,2026-09-18
2010-01-04,92.3566,2026-09-18
2010-01-05,92.2236,2026-09-18
2010-01-06,92.0941,2026-09-18
2010-01-07,92.3684,2026-09-18
2010-01-08,92.1485,2026-09-18
2010-01-11,91.5997,2026-09-18
2010-01-12,91.7005,2026-09-18
2010-01-13,91.7272,2026-09-18
2010-01-14,91.5864,2026-09-18
2010-01-15,91.7668,2026-09-18
2010-01-19,91.9611,2026-09-18
2010-01-20,92.6766,2026-09-18
2010-01-21,92.6627,2026-09-18
2010-01-22,92.943,2026-09-18
2010-01-25,92.9099,2026-09-18
2010-01-26,93.3298,2026-09-18
2010-01-27,93.2835,2026-09-18
2010-01-28,93.2635,2026-09-18
2010-01-29,93.7638,2026-09-18
2010-02-01,93.7321,2026-09-18
2010-02-02,93.4136,2026-09-18
2010-02-03,93.6268,2026-09-18
2010-02-04,94.1401,2026-09-18
2010-02-05,94.6218,2026-09-18
2010-02-12,93.9976,2026-09-18
2010-02-16,93.482,2026-09-18
2010-02-17,93.7171,2026-09-18
2010-02-18,93.8752,2026-09-18
2010-02-19,93.9569,2026-09-18
2010-02-22,93.7402,2026-09-18
2010-02-23,93.9794,2026-09-18
2010-02-24,93.9775,2026-09-18
2010-02-25,94.3797,2026-09-18
2010-02-26,93.6602,2026-09-18
2010-03-01,93.7979,2026-09-18
2010-03-02,93.488,2026-09-18
2010-03-03,92.9861,2026-09-18
2010-03-04,93.4079,2026-09-18
2010-03-05,93.2623,2026-09-18
2010-03-08,93.2446,2026-09-18
2010-03-09,93.1941,2026-09-18
2010-03-10,93.0426,2026-09-18
2010-03-11,93.0533,2026-09-18
2010-03-12,92.6616,2026-09-18
2010-03-15,92.9642,2026-09-18
2010-03-16,92.595,2026-09-18
2010-03-17,92.4446,2026-09-18
2010-03-18,92.7451,2026-09-18
2010-03-19,93.0407,2026-09-18
2010-03-22,93.1333,2026-09-18
2010-03-23,93.006,2026-09-18
2010-03-24,93.6468,2026-09-18
2010-03-25,93.5885,2026-09-18
2010-03-26,93.6873,2026-09-18
2010-03-29,93.2959,2026-09-18
2010-03-30,93.2627,2026-09-18
2010-03-31,92.8987,2026-09-18
2010-04-01,92.6661,2026-09-18
2010-04-02,92.9057,2026-09-18
2010-04-05,92.6644,2026-09-18
2010-04-06,92.7373,2026-09-18
2010-04-07,92.7452,2026-09-18
2010-04-08,92.7211,2026-09-18
2010-04-09,92.4772,2026-09-18
2010-04-12,92.243,2026-09-18
2010-04-13,92.2689,2026-09-18
2010-04-14,91.9297,2026-09-18
2010-04-15,92.2029,2026-09-18
2010-04-16,92.5253,2026-09-18
2010-04-19,92.8577,2026-09-18
2010-04-20,92.4338,2026-09-18
2010-04-21,92.4482,2026-09-18
2010-04-22,92.7277,2026-09-18
2010-04-23,92.6622,2026-09-18
2010-04-26,92.5187,2026-09-18
2010-04-27,93.0956,2026-09-18
2010-04-28,93.4856,2026-09-18
2010-04-29,92.9013,2026-09-18
2010-04-30,92.8423,2026-09-18
2010-05-03,93.235,2026-09-18
2010-05-04,93.8137,2026-09-18
2010-05-05,94.3968,2026-09-18
2010-05-06,95.3032,2026-09-18
2010-05-07,95.2952,2026-09-18
2010-05-10,94.3096,2026-09-18
2010-05-11,94.4305,2026-09-18
2010-05-12,94.5515,2026-09-18
2010-05-13,94.5071,2026-09-18
2010-05-14,95.3746,2026-09-18
2010-05-17,95.9795,2026-09-18
2010-05-18,95.6212,2026-09-18
2010-05-19,96.5083,2026-09-18
2010-05-20,96.9483,2026-09-18
2010-05-21,96.2911,2026-09-18
2010-05-24,96.6433,2026-09-18
2010-05-25,97.5487,2026-09-18
2010-05-26,97.1879,2026-09-18
2010-05-27,96.3611,2026-09-18
2010-05-28,96.3062,2026-09-18
2010-06-01,96.6123,2026-09-18
2010-06-02,96.615,2026-09-18
2010-06-03,96.461,2026-09-18
2010-06-04,97.1688,2026-09-18
2010-06-07,97.503,2026-09-18
2010-06-08,97.3425,2026-09-18
2010-06-09,96.8938,2026-09-18
2010-06-10,96.4877,2026-09-18
2010-06-11,96.5616,2026-09-18
2010-06-14,95.8082,2026-09-18
2010-06-15,95.7049,2026-09-18
2010-06-16,95.5668,2026-09-18
2010-06-17,95.4973,2026-09-18
2010-06-18,95.2981,2026-09-18
2010-06-21,94.8505,2026-09-18
2010-06-22,95.1165,2026-09-18
2010-06-23,95.4853,2026-09-18
2010-06-24,95.6194,2026-09-18
2010-06-25,95.4582,2026-09-18
2010-06-28,95.2696,2026-09-18
2010-06-29,96.0199,2026-09-18
2010-06-30,95.9934,2026-09-18
2010-07-01,95.8018,2026-09-18
2010-07-02,95.6345,2026-09-18
2010-07-06,95.1069,2026-09-18
2010-07-07,95.1795,2026-09-18
2010-07-08,94.7734,2026-09-18
2010-07-09,94.683,2026-09-18
2010-07-12,94.9598,2026-09-18
2010-07-13,94.3856,2026-09-18
2010-07-14,94.3247,2026-09-18
2010-07-15,94.1988,2026-09-18
2010-07-16,94.5061,2026-09-18
2010-07-19,94.602,2026-09-18
2010-07-20,94.542,2026-09-18
2010-07-21,94.4496,2026-09-18
2010-07-22,94.1135,2026-09-18
2010-07-23,94.1431,2026-09-18
2010-07-26,93.7556,2026-09-18
2010-07-27,93.7583,2026-09-18
2010-07-28,93.7506,2026-09-18
2010-07-29,93.6004,2026-09-18
2010-07-30,93.2793,2026-09-18
2010-08-02,92.7916,2026-09-18
2010-08-03,92.6258,2026-09-18
2010-08-04,92.731,2026-09-18
2010-08-05,92.6401,2026-09-18
2010-08-06,92.5915,2026-09-18
2010-08-09,92.6726,2026-09-18
2010-08-10,93.2197,2026-09-18
2010-08-11,93.7778,2026-09-18
2010-08-12,93.8905,2026-09-18
2010-08-13,94.0457,2026-09-18
2010-08-16,93.7902,2026-09-18
2010-08-17,93.4239,2026-09-18
2010-08-18,93.3719,2026-09-18
2010-08-19,93.7141,2026-09-18
2010-08-20,94.2087,2026-09-18
2010-08-23,94.3295,2026-09-18
2010-08-24,94.4362,2026-09-18
2010-08-25,94.7372,2026-09-18
2010-08-26,94.3523,2026-09-18
2010-08-27,94.3462,2026-09-18
2010-08-30,94.5922,2026-09-18
2010-08-31,94.7204,2026-09-18
2010-09-01,94.1148,2026-09-18
2010-09-02,94.0852,2026-09-18
2010-09-03,93.6952,2026-09-18
2010-09-07,94.042,2026-09-18
2010-09-08,93.7785,2026-09-18
2010-09-09,93.7033,2026-09-18
2010-09-10,93.6768,2026-09-18
2010-09-13,93.0767,2026-09-18
2010-09-14,92.6182,2026-09-18
2010-09-15,92.9313,2026-09-18
2010-09-16,92.9108,2026-09-18
2010-09-17,92.9418,2026-09-18
2010-09-20,92.7496,2026-09-18
2010-09-21,92.6684,2026-09-18
2010-09-22,92.0647,2026-09-18
2010-09-23,92.0233,2026-09-18
2010-09-24,91.5996,2026-09-18
2010-09-27,91.4803,2026-09-18
2010-09-28,91.3493,2026-09-18
2010-09-29,91.1632,2026-09-18
2010-09-30,91.3415,2026-09-18
2010-10-01,90.836,2026-09-18
2010-10-04,91.0015,2026-09-18
2010-10-05,90.5622,2026-09-18
2010-10-06,90.1411,2026-09-18
2010-10-07,90.286,2026-09-18
2010-10-08,90.1133,2026-09-18
2010-10-12,90.2203,2026-09-18
2010-10-13,89.7779,2026-09-18
2010-10-14,89.5228,2026-09-18
2010-10-15,89.6815,2026-09-18
2010-10-18,89.8484,2026-09-18
2010-10-19,90.5499,2026-09-18
2010-10-20,90.1446,2026-09-18
2010-10-21,90.138,2026-09-18
2010-10-22,90.4063,2026-09-18
2010-10-25,89.9328,2026-09-18
2010-10-26,90.2818,2026-09-18
2010-10-27,90.8038,2026-09-18
2010-10-28,90.2407,2026-09-18
2010-10-29,90.0935,2026-09-18
2010-11-01,90.0307,2026-09-18
2010-11-02,89.6847,2026-09-18
2010-11-03,89.7079,2026-09-18
2010-11-04,88.9831,2026-09-18
2010-11-05,89.2441,2026-09-18
2010-11-08,89.5711,2026-09-18
2010-11-09,89.558,2026-09-18
2010-11-10,89.9056,2026-09-18
2010-11-12,90.1701,2026-09-18
2010-11-15,90.4331,2026-09-18
2010-11-16,91.1102,2026-09-18
2010-11-17,90.9282,2026-09-18
2010-11-18,90.649,2026-09-18
2010-11-19,90.6986,2026-09-18
2010-11-22,90.7023,2026-09-18
2010-11-23,91.4318,2026-09-18
2010-11-24,91.2179,2026-09-18
2010-11-26,91.8152,2026-09-18
2010-11-29,92.1997,2026-09-18
2010-11-30,92.1494,2026-09-18
2010-12-01,91.6799,2026-09-18
2010-12-02,91.2651,2026-09-18
2010-12-03,90.8788,2026-09-18
2010-12-06,91.0167,2026-09-18
2010-12-07,90.9732,2026-09-18
2010-12-08,91.3376,2026-09-18
2010-12-09,91.3923,2026-09-18
2010-12-10,91.2831,2026-09-18
2010-12-13,90.8837,2026-09-18
2010-12-14,90.764,2026-09-18
2010-12-15,91.094,2026-09-18
2010-12-16,91.3773,2026-09-18
2010-12-17,91.5555,2026-09-18
2010-12-20,91.6398,2026-09-18
2010-12-21,91.519,2026-09-18
2010-12-22,91.429,2026-09-18
2010-12-23,91.3013,2026-09-18
2010-12-27,91.1963,2026-09-18
2010-12-28,90.9848,2026-09-18
2010-12-29,90.7669,2026-09-18
2010-12-30,90.5146,2026-09-18
2011-01-03,89.9524,2026-09-18
2011-01-04,90.3277,2026-09-18
2011-01-05,90.5715,2026-09-18
2011-01-06,90.9125,2026-09-18
2011-01-07,91.0001,2026-09-18
2011-01-10,91.03,2026-09-18
2011-01-11,90.8431,2026-09-18
2011-01-12,90.4111,2026-09-18
2011-01-13,89.9019,2026-09-18
2011-01-14,90.0461,2026-09-18
2011-01-18,89.821,2026-09-18
2011-01-19,89.6948,2026-09-18
2011-01-20,90.1316,2026-09-18
2011-01-21,89.7204,2026-09-18
2011-01-24,89.5375,2026-09-18
2011-01-25,89.7279,2026-09-18
2011-01-26,89.5091,2026-09-18
2011-01-27,89.5728,2026-09-18
2011-01-28,89.8189,2026-09-18
2011-01-31,89.694,2026-09-18
2011-02-01,89.1436,2026-09-18
2011-02-02,89.0737,2026-09-18
2011-02-03,89.2522,2026-09-18
2011-02-04,89.391,2026-09-18
2011-02-07,89.3556,2026-09-18
2011-02-08,89.1241,2026-09-18
2011-02-09,89.4166,2026-09-18
2011-02-10,89.6266,2026-09-18
2011-02-11,89.8784,2026-09-18
2011-02-14,89.8543,2026-09-18
2011-02-15,89.8871,2026-09-18
2011-02-16,89.7059,2026-09-18
2011-02-17,89.4102,2026-09-18
2011-02-18,89.1974,2026-09-18
2011-02-22,89.4617,2026-09-18
2011-02-23,89.4186,2026-09-18
2011-02-24,89.2346,2026-09-18
2011-02-25,89.1664,2026-09-18
2011-02-28,88.9391,2026-09-18
2011-03-01,88.831,2026-09-18
2011-03-02,88.7317,2026-09-18
2011-03-03,88.637,2026-09-18
2011-03-04,88.4898,2026-09-18
2011-03-07,88.5207,2026-09-18
2011-03-08,88.6454,2026-09-18
2011-03-09,88.5328,2026-09-18
2011-03-10,88.8698,2026-09-18
2011-03-11,88.691,2026-09-18
2011-03-14,88.5191,2026-09-18
2011-03-15,88.7845,2026-09-18
2011-03-16,88.9785,2026-09-18
2011-03-17,88.6549,2026-09-18
2011-03-18,88.5221,2026-09-18
2011-03-21,88.2032,2026-09-18
2011-03-22,88.0665,2026-09-18
2011-03-23,88.3328,2026-09-18
2011-03-24,88.0592,2026-09-18
2011-03-25,88.1716,2026-09-18
2011-03-28,88.3058,2026-09-18
2011-03-29,88.3991,2026-09-18
2011-03-30,88.2298,2026-09-18
2011-03-31,88.0299,2026-09-18
2011-04-01,87.7993,2026-09-18
2011-04-04,87.8406,2026-09-18
2011-04-05,87.7483,2026-09-18
2011-04-06,87.4913,2026-09-18
2011-04-07,87.532,2026-09-18
2011-04-08,87.1493,2026-09-18
2011-04-11,87.094,2026-09-18
2011-04-12,87.2943,2026-09-18
2011-04-13,87.2093,2026-09-18
2011-04-14,87.0802,2026-09-18
2011-04-15,87.005,2026-09-18
2011-04-18,87.5081,2026-09-18
2011-04-19,87.0791,2026-09-18
2011-04-20,86.5642,2026-09-18
2011-04-21,86.2256,2026-09-18
2011-04-22,86.3742,2026-09-18
2011-04-25,86.4026,2026-09-18
2011-04-26,86.2576,2026-09-18
2011-04-27,86.2519,2026-09-18
2011-04-28,85.8419,2026-09-18
2011-04-29,85.5999,2026-09-18
2011-05-02,85.5199,2026-09-18
2011-05-03,85.6352,2026-09-18
2011-05-04,85.8917,2026-09-18
2011-05-05,86.508,2026-09-18
2011-05-06,86.4575,2026-09-18
2011-05-09,86.8346,2026-09-18
2011-05-10,86.6518,2026-09-18
2011-05-11,86.7195,2026-09-18
2011-05-12,87.0767,2026-09-18
2011-05-13,87.4176,2026-09-18
2011-05-16,87.3311,2026-09-18
2011-05-17,87.6307,2026-09-18
2011-05-18,87.295,2026-09-18
2011-05-19,87.2638,2026-09-18
2011-05-20,87.3044,2026-09-18
2011-05-23,87.8941,2026-09-18
2011-05-24,87.662,2026-09-18
2011-05-25,87.6136,2026-09-18
2011-05-26,87.5588,2026-09-18
2011-05-27,86.9525,2026-09-18
2011-05-31,86.656,2026-09-18
2011-06-01,86.5964,2026-09-18
2011-06-02,86.8435,2026-09-18
2011-06-03,86.4234,2026-09-18
2011-06-06,86.4669,2026-09-18
2011-06-07,86.3627,2026-09-18
2011-06-08,86.5714,2026-09-18
2011-06-09,86.5913,2026-09-18
2011-06-10,87.042,2026-09-18
2011-06-13,87.0579,2026-09-18
2011-06-14,86.6771,2026-09-18
2011-06-15,87.3342,2026-09-18
2011-06-16,87.6917,2026-09-18
2011-06-17,87.2179,2026-09-18
2011-06-20,87.1908,2026-09-18
2011-06-21,86.857,2026-09-18
2011-06-22,86.8067,2026-09-18
2011-06-23,87.455,2026-09-18
2011-06-24,87.5014,2026-09-18
2011-06-27,87.5225,2026-09-18
2011-06-28,87.2178,2026-09-18
2011-06-29,86.8014,2026-09-18
2011-06-30,86.4786,2026-09-18
2011-07-01,86.3613,2026-09-18
2011-07-05,86.4253,2026-09-18
2011-07-06,86.6825,2026-09-18
2011-07-07,86.4825,2026-09-18
2011-07-08,86.615,2026-09-18
2011-07-11,87.1013,2026-09-18
2011-07-12,87.1701,2026-09-18
2011-07-13,86.5697,2026-09-18
2011-07-14,86.5234,2026-09-18
2011-07-15,86.5169,2026-09-18
2011-07-18,86.9549,2026-09-18
2011-07-19,86.4386,2026-09-18
2011-07-20,86.2794,2026-09-18
2011-07-21,85.8378,2026-09-18
2011-07-22,85.8623,2026-09-18
2011-07-25,85.8006,2026-09-18
2011-07-26,85.4692,2026-09-18
2011-07-27,85.7126,2026-09-18
2011-07-28,85.8245,2026-09-18
2011-07-29,85.7282,2026-09-18
2011-08-01,86.0391,2026-09-18
2011-08-02,86.0533,2026-09-18
2011-08-03,86.0706,2026-09-18
2011-08-04,86.9299,2026-09-18
2011-08-05,87.1084,2026-09-18
2011-08-08,87.1873,2026-09-18
2011-08-09,87.3919,2026-09-18
2011-08-10,87.3792,2026-09-18
2011-08-11,87.3215,2026-09-18
2011-08-12,87.177,2026-09-18
2011-08-15,86.7515,2026-09-18
2011-08-16,86.7115,2026-09-18
2011-08-17,86.5518,2026-09-18
2011-08-18,87.1271,2026-09-18
2011-08-19,86.8286,2026-09-18
2011-08-22,87.0753,2026-09-18
2011-08-23,86.9001,2026-09-18
2011-08-24,87.1316,2026-09-18
2011-08-25,87.2306,2026-09-18
2011-08-26,87.0751,2026-09-18
2011-08-29,86.8433,2026-09-18
2011-08-30,87.001,2026-09-18
2011-08-31,86.7739,2026-09-18
2011-09-01,86.8512,2026-09-18
2011-09-02,87.1797,2026-09-18
2011-09-06,88.1645,2026-09-18
2011-09-07,87.9699,2026-09-18
2011-09-08,88.1162,2026-09-18
2011-09-09,88.9514,2026-09-18
2011-09-12,89.2192,2026-09-18
2011-09-13,89.2653,2026-09-18
2011-09-14,89.419,2026-09-18
2011-09-15,89.0647,2026-09-18
2011-09-16,89.1108,2026-09-18
2011-09-19,89.9336,2026-09-18
2011-09-20,89.8777,2026-09-18
2011-09-21,90.3453,2026-09-18
2011-09-22,92.075,2026-09-18
2011-09-23,91.6904,2026-09-18
2011-09-26,91.7724,2026-09-18
2011-09-27,90.8985,2026-09-18
2011-09-28,91.0227,2026-09-18
2011-09-29,91.3033,2026-09-18
2011-09-30,91.9998,2026-09-18
2011-10-03,92.5128,2026-09-18
2011-10-04,92.9508,2026-09-18
2011-10-05,92.3008,2026-09-18
2011-10-06,91.9661,2026-09-18
2011-10-07,91.2469,2026-09-18
2011-10-11,90.9162,2026-09-18
2011-10-12,90.3378,2026-09-18
2011-10-13,90.6603,2026-09-18
