Date,Adj Close,Close,High,Low,Open,Volume,DataCollectedAt,SMA20,SMA50,SMA100,SMA150,SMA200,RSI14,MACD,MACD_Signal,MACD_Hist,ADX14,ATR14
1998-12-22,9.360782623291016,12.734375,12.734375,12.65625,12.65625,7400,2026-09-04,,,,,,,0.0,0.0,0.0,,
1998-12-23,9.400983810424805,12.789063453674316,12.875,12.734375,12.75,24000,2026-09-04,,,,,,,0.004362611689119333,0.0008725223378238667,0.0034900893512954667,,
1998-12-24,9.573267936706543,13.023438453674316,13.023438453674316,12.90625,12.96875,3200,2026-09-04,,,,,,,0.02642747712430804,0.005983513295120702,0.02044396382918734,,
1998-12-28,9.487129211425781,12.90625,12.96875,12.90625,12.960938453674316,17200,2026-09-04,,,,,,,0.034065230353078846,0.011599856706712333,0.022465373646366513,,
1998-12-29,9.693865776062012,13.1875,13.1875,12.945313453674316,12.945313453674316,2200,2026-09-04,,,,,,,0.06209691473057255,0.021699268311484377,0.040397646419088176,,
1998-12-30,9.613469123840332,13.078125,13.203125,13.078125,13.179688453674316,63400,2026-09-04,,,,,,,0.07462633223737747,0.03228468109666299,0.042341651140714476,,
1998-12-31,9.601984977722168,13.0625,13.125,13.0625,13.078125,64800,2026-09-04,,,,,,,0.08234594615595903,0.0422969341085222,0.04004901204743683,,
1999-01-04,9.544556617736816,12.984375,13.265625,12.953125,13.078125,10400,2026-09-04,,,,,,,0.08122346764594646,0.050082240816007054,0.031141226829939403,,
1999-01-05,9.705355644226074,13.203125,13.203125,13.0625,13.0625,2600,2026-09-04,,,,,,,0.09686855180310516,0.05943950301342668,0.03742904878967848,,
1999-01-06,9.981005668640137,13.578125,13.578125,13.359375,13.359375,16200,2026-09-04,,,,,,,0.1379367111649472,0.07513894464373079,0.06279776652121642,,
1999-01-07,9.969526290893555,13.5625,13.65625,13.5,13.515625,27400,2026-09-04,,,,,,,0.1672942524180705,0.09357000619859873,0.07372424621947177,,
1999-01-08,9.981005668640137,13.578125,13.703125,13.554688453674316,13.640625,37200,2026-09-04,,,,,,,0.18963512659168202,0.1127830302772154,0.07685209631446663,,
1999-01-11,9.9293212890625,13.507813453674316,13.640625,13.398438453674316,13.625,126200,2026-09-04,,,,,,,0.19936867814227277,0.13010015985022688,0.06926851829204589,,
